position,tuple,winProbability
middle,"[2, 5, 3]",0.789
middle,"[2, 5, 2]",0.788
middle,"[2, 4, 14]",0.6
middle,"[2, 4, 13]",0.599
middle,"[2, 4, 12]",0.598
middle,"[2, 4, 11]",0.597
middle,"[2, 4, 10]",0.596
middle,"[2, 4, 9]",0.595
middle,"[2, 4, 8]",0.594
middle,"[2, 4, 7]",0.593
middle,"[2, 4, 6]",0.592
middle,"[2, 4, 5]",0.591
middle,"[2, 4, 3]",0.589
middle,"[2, 4, 2]",0.588
middle,"[2, 3, 14]",0.4
middle,"[2, 3, 13]",0.399
middle,"[2, 3, 12]",0.398
middle,"[2, 3, 11]",0.397
middle,"[2, 3, 10]",0.396
middle,"[2, 3, 9]",0.395
middle,"[2, 3, 8]",0.394
middle,"[2, 3, 7]",0.393
middle,"[2, 3, 6]",0.392
middle,"[2, 3, 5]",0.391
middle,"[2, 3, 4]",0.39
middle,"[2, 3, 2]",0.388
middle,"[2, 2, 14]",0.2
middle,"[2, 2, 13]",0.199
middle,"[2, 2, 12]",0.198
middle,"[2, 2, 11]",0.197
middle,"[2, 2, 10]",0.196
middle,"[2, 2, 9]",0.195
middle,"[2, 2, 8]",0.194
middle,"[2, 2, 7]",0.193
middle,"[2, 2, 6]",0.192
middle,"[2, 2, 5]",0.191
middle,"[2, 2, 4]",0.19
middle,"[2, 2, 3]",0.189
middle,"[1, 14, 2]",0.4
middle,"[1, 14, 3]",0.4
middle,"[1, 14, 4]",0.4
middle,"[1, 14, 5]",0.4
middle,"[1, 14, 6]",0.4
middle,"[1, 14, 7]",0.4
middle,"[1, 14, 8]",0.4
middle,"[1, 14, 9]",0.4
middle,"[1, 14, 10]",0.4
middle,"[1, 14, 11]",0.4
middle,"[1, 14, 12]",0.4
middle,"[1, 14, 13]",0.4
middle,"[1, 13, 2]",0.37
middle,"[1, 13, 3]",0.37
middle,"[1, 13, 4]",0.37
middle,"[1, 13, 5]",0.37
middle,"[1, 13, 6]",0.37
middle,"[1, 13, 7]",0.37
middle,"[1, 13, 8]",0.37
middle,"[1, 13, 9]",0.37
middle,"[1, 13, 10]",0.37
middle,"[1, 13, 11]",0.37
middle,"[1, 13, 12]",0.37
middle,"[1, 12, 2]",0.33
middle,"[1, 12, 3]",0.33
middle,"[1, 12, 4]",0.33
middle,"[1, 12, 5]",0.33
middle,"[1, 12, 6]",0.33
middle,"[1, 12, 7]",0.33
middle,"[1, 12, 8]",0.33
middle,"[1, 12, 9]",0.33
middle,"[1, 12, 10]",0.33
middle,"[1, 12, 11]",0.33
middle,"[1, 11, 2]",0.3
middle,"[1, 11, 3]",0.3
middle,"[1, 11, 4]",0.3
middle,"[1, 11, 5]",0.3
middle,"[1, 11, 6]",0.3
middle,"[1, 11, 7]",0.3
middle,"[1, 11, 8]",0.3
middle,"[1, 11, 9]",0.3
middle,"[1, 11, 10]",0.3
middle,"[1, 10, 2]",0.27
middle,"[1, 10, 3]",0.27
middle,"[1, 10, 4]",0.27
middle,"[1, 10, 5]",0.27
middle,"[1, 10, 6]",0.27
middle,"[1, 10, 7]",0.27
middle,"[1, 10, 8]",0.27
middle,"[1, 10, 9]",0.27
middle,"[1, 9, 2]",0.23
middle,"[1, 9, 3]",0.23
middle,"[1, 9, 4]",0.23
middle,"[1, 9, 5]",0.23
middle,"[1, 9, 6]",0.23
middle,"[1, 9, 7]",0.23
middle,"[1, 9, 8]",0.23
middle,"[1, 8, 2]",0.2
middle,"[1, 8, 3]",0.2
middle,"[1, 8, 4]",0.2
middle,"[1, 8, 5]",0.2
middle,"[1, 8, 6]",0.2
middle,"[1, 8, 7]",0.2
middle,"[1, 7, 2]",0.17
middle,"[1, 7, 3]",0.17
middle,"[1, 7, 4]",0.17
middle,"[1, 7, 5]",0.17
middle,"[1, 7, 6]",0.17
middle,"[1, 6, 2]",0.13
middle,"[1, 6, 3]",0.13
middle,"[1, 6, 4]",0.13
middle,"[1, 6, 5]",0.13
middle,"[1, 5, 2]",0.1
middle,"[1, 5, 3]",0.1
middle,"[1, 5, 4]",0.1
middle,"[1, 4, 2]",0.07
middle,"[1, 4, 3]",0.07
middle,"[1, 3, 2]",0.03
back,"[16, 14]",100.0
back,"[16, 13]",100.0
back,"[16, 12]",100.0
back,"[16, 11]",100.0
back,"[16, 10]",100.0
back,"[16, 9]",100.0
back,"[16, 8]",100.0
back,"[16, 7]",100.0
back,"[16, 6]",100.0
back,"[16, 5]",100.0
back,"[16, 4]",100.0
back,"[16, 3]",100.0
back,"[16, 2]",100.0
back,"[15, 14, 13]",99.9
back,"[15, 14, 5]",99.9
back,"[15, 13, 12]",99.9
back,"[15, 12, 11]",99.9
back,"[15, 11, 10]",99.9
back,"[15, 10, 9]",99.9
back,"[15, 9, 8]",99.9
back,"[15, 8, 7]",99.9
back,"[14, 14]",99.8
back,"[14, 13]",99.8
back,"[14, 12]",99.8
back,"[14, 11]",99.8
back,"[14, 10]",99.8
back,"[14, 9]",99.8
back,"[14, 8]",99.8
back,"[14, 7]",99.8
back,"[14, 6]",99.8
back,"[14, 5]",99.8
back,"[14, 4]",99.8
back,"[14, 3]",99.8
back,"[14, 2]",99.8
back,"[13, 14, 13]",99.7
back,"[13, 14, 5]",99.7
back,"[13, 13, 12]",99.7
back,"[13, 12, 11]",99.7
back,"[13, 11, 10]",99.7
back,"[13, 10, 9]",99.7
back,"[13, 9, 8]",99.7
back,"[13, 8, 7]",99.7
back,"[13, 7, 6]",99.7
back,"[12, 14]",99.5
back,"[12, 13]",99.4
back,"[12, 12]",99.3
back,"[12, 11]",99.2
back,"[12, 10]",99.1
back,"[12, 9]",99.0
back,"[12, 8]",98.9
back,"[12, 7]",98.8
back,"[12, 6]",98.7
back,"[12, 5]",98.6
back,"[12, 4]",98.5
back,"[12, 3]",98.4
back,"[12, 2]",98.3
back,"[11, 14, 13]",98.4
back,"[11, 14, 5]",98.4
back,"[11, 13, 12]",98.29
back,"[11, 12, 11]",98.18
back,"[11, 11, 10]",98.06
back,"[11, 10, 9]",97.95
back,"[11, 9, 8]",97.84
back,"[11, 8, 7]",97.72
back,"[11, 7, 6]",97.61
back,"[11, 6, 5]",97.5
back,"[10, 14]",95.9
back,"[10, 13]",95.6
back,"[10, 12]",95.3
back,"[10, 11]",95.0
back,"[10, 10]",94.7
back,"[10, 9]",94.4
back,"[10, 8]",94.1
back,"[10, 7]",93.8
back,"[10, 6]",93.5
back,"[10, 5]",93.2
back,"[10, 4]",92.9
back,"[10, 3]",92.6
back,"[10, 2]",92.3
back,"[9, 14, 13]",90.8
back,"[9, 14, 5]",90.8
back,"[9, 13, 12]",90.4
back,"[9, 12, 11]",90.0
back,"[9, 11, 10]",89.6
back,"[9, 10, 9]",89.2
back,"[9, 9, 8]",88.8
back,"[9, 8, 7]",88.4
back,"[9, 7, 6]",88.0
back,"[9, 6, 5]",87.6
back,"[9, 5, 4]",87.2
back,"[8, 14, 13]",78.999
back,"[8, 14, 12]",78.998
back,"[8, 14, 11]",78.997
back,"[8, 14, 10]",78.996
back,"[8, 14, 9]",78.995
back,"[8, 14, 8]",78.994
back,"[8, 14, 7]",78.993
back,"[8, 14, 6]",78.992
back,"[8, 14, 5]",78.991
back,"[8, 14, 4]",78.99
back,"[8, 14, 3]",78.989
back,"[8, 14, 2]",78.988
back,"[8, 13, 14]",77.33
back,"[8, 13, 12]",77.328
back,"[8, 13, 11]",77.327
back,"[8, 13, 10]",77.326
back,"[8, 13, 9]",77.325
back,"[8, 13, 8]",77.324
back,"[8, 13, 7]",77.323
back,"[8, 13, 6]",77.322
back,"[8, 13, 5]",77.321
back,"[8, 13, 4]",77.32
back,"[8, 13, 3]",77.319
back,"[8, 13, 2]",77.318
back,"[8, 12, 14]",75.67
back,"[8, 12, 13]",75.669
back,"[8, 12, 11]",75.667
back,"[8, 12, 10]",75.666
back,"[8, 12, 9]",75.665
back,"[8, 12, 8]",75.664
back,"[8, 12, 7]",75.663
back,"[8, 12, 6]",75.662
back,"[8, 12, 5]",75.661
back,"[8, 12, 4]",75.66
back,"[8, 12, 3]",75.659
back,"[8, 12, 2]",75.658
back,"[8, 11, 14]",74.0
back,"[8, 11, 13]",73.999
back,"[8, 11, 12]",73.998
back,"[8, 11, 10]",73.996
back,"[8, 11, 9]",73.995
back,"[8, 11, 8]",73.994
back,"[8, 11, 7]",73.993
back,"[8, 11, 6]",73.992
back,"[8, 11, 5]",73.991
back,"[8, 11, 4]",73.99
back,"[8, 11, 3]",73.989
back,"[8, 11, 2]",73.988
back,"[8, 10, 14]",72.33
back,"[8, 10, 13]",72.329
back,"[8, 10, 12]",72.328
back,"[8, 10, 11]",72.327
back,"[8, 10, 9]",72.325
back,"[8, 10, 8]",72.324
back,"[8, 10, 7]",72.323
back,"[8, 10, 6]",72.322
back,"[8, 10, 5]",72.321
back,"[8, 10, 4]",72.32
back,"[8, 10, 3]",72.319
back,"[8, 10, 2]",72.318
back,"[8, 9, 14]",70.67
back,"[8, 9, 13]",70.669
back,"[8, 9, 12]",70.668
back,"[8, 9, 11]",70.667
back,"[8, 9, 10]",70.666
back,"[8, 9, 8]",70.664
back,"[8, 9, 7]",70.663
back,"[8, 9, 6]",70.662
back,"[8, 9, 5]",70.661
back,"[8, 9, 4]",70.66
back,"[8, 9, 3]",70.659
back,"[8, 9, 2]",70.658
back,"[8, 8, 14]",69.0
back,"[8, 8, 13]",68.999
back,"[8, 8, 12]",68.998
back,"[8, 8, 11]",68.997
back,"[8, 8, 10]",68.996
back,"[8, 8, 9]",68.995
back,"[8, 8, 7]",68.993
back,"[8, 8, 6]",68.992
back,"[8, 8, 5]",68.991
back,"[8, 8, 4]",68.99
back,"[8, 8, 3]",68.989
back,"[8, 8, 2]",68.988
back,"[8, 7, 14]",67.33
back,"[8, 7, 13]",67.329
back,"[8, 7, 12]",67.328
back,"[8, 7, 11]",67.327
back,"[8, 7, 10]",67.326
back,"[8, 7, 9]",67.325
back,"[8, 7, 8]",67.324
back,"[8, 7, 6]",67.322
back,"[8, 7, 5]",67.321
back,"[8, 7, 4]",67.32
back,"[8, 7, 3]",67.319
back,"[8, 7, 2]",67.318
back,"[8, 6, 14]",65.67
back,"[8, 6, 13]",65.669
back,"[8, 6, 12]",65.668
back,"[8, 6, 11]",65.667
back,"[8, 6, 10]",65.666
back,"[8, 6, 9]",65.665
back,"[8, 6, 8]",65.664
back,"[8, 6, 7]",65.663
back,"[8, 6, 5]",65.661
back,"[8, 6, 4]",65.66
back,"[8, 6, 3]",65.659
back,"[8, 6, 2]",65.658
back,"[8, 5, 14]",64.0
back,"[8, 5, 13]",63.999
back,"[8, 5, 12]",63.998
back,"[8, 5, 11]",63.997
back,"[8, 5, 10]",63.996
back,"[8, 5, 9]",63.995
back,"[8, 5, 8]",63.994
back,"[8, 5, 7]",63.993
back,"[8, 5, 6]",63.992
back,"[8, 5, 4]",63.99
back,"[8, 5, 3]",63.989
back,"[8, 5, 2]",63.988
back,"[8, 4, 14]",62.33
back,"[8, 4, 13]",62.329
back,"[8, 4, 12]",62.328
back,"[8, 4, 11]",62.327
back,"[8, 4, 10]",62.326
back,"[8, 4, 9]",62.325
back,"[8, 4, 8]",62.324
back,"[8, 4, 7]",62.323
back,"[8, 4, 6]",62.322
back,"[8, 4, 5]",62.321
back,"[8, 4, 3]",62.319
back,"[8, 4, 2]",62.318
back,"[8, 3, 14]",60.67
back,"[8, 3, 13]",60.669
back,"[8, 3, 12]",60.668
back,"[8, 3, 11]",60.667
back,"[8, 3, 10]",60.666
back,"[8, 3, 9]",60.665
back,"[8, 3, 8]",60.664
back,"[8, 3, 7]",60.663
back,"[8, 3, 6]",60.662
back,"[8, 3, 5]",60.661
back,"[8, 3, 4]",60.66
back,"[8, 3, 2]",60.658
back,"[8, 2, 14]",59.0
back,"[8, 2, 13]",58.999
back,"[8, 2, 12]",58.998
back,"[8, 2, 11]",58.997
back,"[8, 2, 10]",58.996
back,"[8, 2, 9]",58.995
back,"[8, 2, 8]",58.994
back,"[8, 2, 7]",58.993
back,"[8, 2, 6]",58.992
back,"[8, 2, 5]",58.991
back,"[8, 2, 4]",58.99
back,"[8, 2, 3]",58.989
back,"[7, 14, 2]",45.0
back,"[7, 14, 3]",45.0
back,"[7, 14, 4]",45.0
back,"[7, 14, 5]",45.0
back,"[7, 14, 6]",45.0
back,"[7, 14, 7]",45.0
back,"[7, 14, 8]",45.0
back,"[7, 14, 9]",45.0
back,"[7, 14, 10]",45.0
back,"[7, 14, 11]",45.0
back,"[7, 14, 12]",45.0
back,"[7, 14, 13]",45.0
back,"[7, 13, 2]",43.42
back,"[7, 13, 3]",43.42
back,"[7, 13, 4]",43.42
back,"[7, 13, 5]",43.42
back,"[7, 13, 6]",43.42
back,"[7, 13, 7]",43.42
back,"[7, 13, 8]",43.42
back,"[7, 13, 9]",43.42
back,"[7, 13, 10]",43.42
back,"[7, 13, 11]",43.42
back,"[7, 13, 12]",43.42
back,"[7, 13, 14]",43.42
back,"[7, 12, 2]",41.83
back,"[7, 12, 3]",41.83
back,"[7, 12, 4]",41.83
back,"[7, 12, 5]",41.83
back,"[7, 12, 6]",41.83
back,"[7, 12, 7]",41.83
back,"[7, 12, 8]",41.83
back,"[7, 12, 9]",41.83
back,"[7, 12, 10]",41.83
back,"[7, 12, 11]",41.83
back,"[7, 12, 13]",41.83
back,"[7, 12, 14]",41.83
back,"[7, 11, 2]",40.25
back,"[7, 11, 3]",40.25
back,"[7, 11, 4]",40.25
back,"[7, 11, 5]",40.25
back,"[7, 11, 6]",40.25
back,"[7, 11, 7]",40.25
back,"[7, 11, 8]",40.25
back,"[7, 11, 9]",40.25
back,"[7, 11, 10]",40.25
back,"[7, 11, 12]",40.25
back,"[7, 11, 13]",40.25
back,"[7, 11, 14]",40.25
back,"[7, 10, 2]",38.67
back,"[7, 10, 3]",38.67
back,"[7, 10, 4]",38.67
back,"[7, 10, 5]",38.67
back,"[7, 10, 6]",38.67
back,"[7, 10, 7]",38.67
back,"[7, 10, 8]",38.67
back,"[7, 10, 9]",38.67
back,"[7, 10, 11]",38.67
back,"[7, 10, 12]",38.67
back,"[7, 10, 13]",38.67
back,"[7, 10, 14]",38.67
back,"[7, 9, 2]",37.08
back,"[7, 9, 3]",37.08
back,"[7, 9, 4]",37.08
back,"[7, 9, 5]",37.08
back,"[7, 9, 6]",37.08
back,"[7, 9, 7]",37.08
back,"[7, 9, 8]",37.08
back,"[7, 9, 10]",37.08
back,"[7, 9, 11]",37.08
back,"[7, 9, 12]",37.08
back,"[7, 9, 13]",37.08
back,"[7, 9, 14]",37.08
back,"[7, 8, 2]",35.5
back,"[7, 8, 3]",35.5
back,"[7, 8, 4]",35.5
back,"[7, 8, 5]",35.5
back,"[7, 8, 6]",35.5
back,"[7, 8, 7]",35.5
back,"[7, 8, 9]",35.5
back,"[7, 8, 10]",35.5
back,"[7, 8, 11]",35.5
back,"[7, 8, 12]",35.5
back,"[7, 8, 13]",35.5
back,"[7, 8, 14]",35.5
back,"[7, 7, 2]",33.92
back,"[7, 7, 3]",33.92
back,"[7, 7, 4]",33.92
back,"[7, 7, 5]",33.92
back,"[7, 7, 6]",33.92
back,"[7, 7, 8]",33.92
back,"[7, 7, 9]",33.92
back,"[7, 7, 10]",33.92
back,"[7, 7, 11]",33.92
back,"[7, 7, 12]",33.92
back,"[7, 7, 13]",33.92
back,"[7, 7, 14]",33.92
back,"[7, 6, 2]",32.33
back,"[7, 6, 3]",32.33
back,"[7, 6, 4]",32.33
back,"[7, 6, 5]",32.33
back,"[7, 6, 7]",32.33
back,"[7, 6, 8]",32.33
back,"[7, 6, 9]",32.33
back,"[7, 6, 10]",32.33
back,"[7, 6, 11]",32.33
back,"[7, 6, 12]",32.33
back,"[7, 6, 13]",32.33
back,"[7, 6, 14]",32.33
back,"[7, 5, 2]",30.75
back,"[7, 5, 3]",30.75
back,"[7, 5, 4]",30.75
back,"[7, 5, 6]",30.75
back,"[7, 5, 7]",30.75
back,"[7, 5, 8]",30.75
back,"[7, 5, 9]",30.75
back,"[7, 5, 10]",30.75
back,"[7, 5, 11]",30.75
back,"[7, 5, 12]",30.75
back,"[7, 5, 13]",30.75
back,"[7, 5, 14]",30.75
back,"[7, 4, 2]",29.17
back,"[7, 4, 3]",29.17
back,"[7, 4, 5]",29.17
back,"[7, 4, 6]",29.17
back,"[7, 4, 7]",29.17
back,"[7, 4, 8]",29.17
back,"[7, 4, 9]",29.17
back,"[7, 4, 10]",29.17
back,"[7, 4, 11]",29.17
back,"[7, 4, 12]",29.17
back,"[7, 4, 13]",29.17
back,"[7, 4, 14]",29.17
back,"[7, 3, 2]",27.58
back,"[7, 3, 4]",27.58
back,"[7, 3, 5]",27.58
back,"[7, 3, 6]",27.58
back,"[7, 3, 7]",27.58
back,"[7, 3, 8]",27.58
back,"[7, 3, 9]",27.58
back,"[7, 3, 10]",27.58
back,"[7, 3, 11]",27.58
back,"[7, 3, 12]",27.58
back,"[7, 3, 13]",27.58
back,"[7, 3, 14]",27.58
back,"[7, 2, 3]",26.0
back,"[7, 2, 4]",26.0
back,"[7, 2, 5]",26.0
back,"[7, 2, 6]",26.0
back,"[7, 2, 7]",26.0
back,"[7, 2, 8]",26.0
back,"[7, 2, 9]",26.0
back,"[7, 2, 10]",26.0
back,"[7, 2, 11]",26.0
back,"[7, 2, 12]",26.0
back,"[7, 2, 13]",26.0
back,"[7, 2, 14]",26.0
back,"[6, 14, 2]",17.0
back,"[6, 14, 3]",17.0
back,"[6, 14, 4]",17.0
back,"[6, 14, 5]",17.0
back,"[6, 14, 6]",17.0
back,"[6, 14, 7]",17.0
back,"[6, 14, 8]",17.0
back,"[6, 14, 9]",17.0
back,"[6, 14, 10]",17.0
back,"[6, 14, 11]",17.0
back,"[6, 14, 12]",17.0
back,"[6, 14, 13]",17.0
back,"[6, 13, 2]",16.1
back,"[6, 13, 3]",16.1
back,"[6, 13, 4]",16.1
back,"[6, 13, 5]",16.1
back,"[6, 13, 6]",16.1
back,"[6, 13, 7]",16.1
back,"[6, 13, 8]",16.1
back,"[6, 13, 9]",16.1
back,"[6, 13, 10]",16.1
back,"[6, 13, 11]",16.1
back,"[6, 13, 12]",16.1
back,"[6, 12, 2]",15.2
back,"[6, 12, 3]",15.2
back,"[6, 12, 4]",15.2
back,"[6, 12, 5]",15.2
back,"[6, 12, 6]",15.2
back,"[6, 12, 7]",15.2
back,"[6, 12, 8]",15.2
back,"[6, 12, 9]",15.2
back,"[6, 12, 10]",15.2
back,"[6, 12, 11]",15.2
back,"[6, 11, 2]",14.3
back,"[6, 11, 3]",14.3
back,"[6, 11, 4]",14.3
back,"[6, 11, 5]",14.3
back,"[6, 11, 6]",14.3
back,"[6, 11, 7]",14.3
back,"[6, 11, 8]",14.3
back,"[6, 11, 9]",14.3
back,"[6, 11, 10]",14.3
back,"[6, 10, 2]",13.4
back,"[6, 10, 3]",13.4
back,"[6, 10, 4]",13.4
back,"[6, 10, 5]",13.4
back,"[6, 10, 6]",13.4
back,"[6, 10, 7]",13.4
back,"[6, 10, 8]",13.4
back,"[6, 10, 9]",13.4
back,"[6, 9, 2]",12.5
back,"[6, 9, 3]",12.5
back,"[6, 9, 4]",12.5
back,"[6, 9, 5]",12.5
back,"[6, 9, 6]",12.5
back,"[6, 9, 7]",12.5
back,"[6, 9, 8]",12.5
back,"[6, 8, 2]",11.6
back,"[6, 8, 3]",11.6
back,"[6, 8, 4]",11.6
back,"[6, 8, 5]",11.6
back,"[6, 8, 6]",11.6
back,"[6, 8, 7]",11.6
back,"[6, 7, 2]",10.7
back,"[6, 7, 3]",10.7
back,"[6, 7, 4]",10.7
back,"[6, 7, 5]",10.7
back,"[6, 7, 6]",10.7
back,"[6, 6, 2]",9.8
back,"[6, 6, 3]",9.8
back,"[6, 6, 4]",9.8
back,"[6, 6, 5]",9.8
back,"[6, 5, 2]",8.9
back,"[6, 5, 3]",8.9
back,"[6, 5, 4]",8.9
back,"[6, 4, 2]",8.0
back,"[6, 4, 3]",8.0
back,"[6, 3, 2]",7.1
back,"[5, 14, 13]",1.5
back,"[5, 14, 5]",1.5
back,"[5, 13, 12]",1.4
back,"[5, 12, 11]",1.3
back,"[5, 11, 10]",1.2
back,"[5, 10, 9]",1.1
back,"[5, 9, 8]",1.0
back,"[5, 8, 7]",0.9
back,"[5, 7, 6]",0.8
back,"[5, 6, 5]",0.7
back,"[5, 5, 4]",0.6
back,"[3, 14, 2]",0.5
back,"[3, 14, 3]",0.5
back,"[3, 14, 4]",0.5
back,"[3, 14, 5]",0.5
back,"[3, 14, 6]",0.5
back,"[3, 14, 7]",0.5
back,"[3, 14, 8]",0.5
back,"[3, 14, 9]",0.5
back,"[3, 14, 10]",0.5
back,"[3, 14, 11]",0.5
back,"[3, 14, 12]",0.5
back,"[3, 14, 13]",0.5
back,"[3, 13, 2]",0.46
back,"[3, 13, 3]",0.46
back,"[3, 13, 4]",0.46
back,"[3, 13, 5]",0.46
back,"[3, 13, 6]",0.46
back,"[3, 13, 7]",0.46
back,"[3, 13, 8]",0.46
back,"[3, 13, 9]",0.46
back,"[3, 13, 10]",0.46
back,"[3, 13, 11]",0.46
back,"[3, 13, 12]",0.46
back,"[3, 12, 2]",0.42
back,"[3, 12, 3]",0.42
back,"[3, 12, 4]",0.42
back,"[3, 12, 5]",0.42
back,"[3, 12, 6]",0.42
back,"[3, 12, 7]",0.42
back,"[3, 12, 8]",0.42
back,"[3, 12, 9]",0.42
back,"[3, 12, 10]",0.42
back,"[3, 12, 11]",0.42
back,"[3, 11, 2]",0.38
back,"[3, 11, 3]",0.38
back,"[3, 11, 4]",0.38
back,"[3, 11, 5]",0.38
back,"[3, 11, 6]",0.38
back,"[3, 11, 7]",0.38
back,"[3, 11, 8]",0.38
back,"[3, 11, 9]",0.38
back,"[3, 11, 10]",0.38
back,"[3, 10, 2]",0.34
back,"[3, 10, 3]",0.34
back,"[3, 10, 4]",0.34
back,"[3, 10, 5]",0.34
back,"[3, 10, 6]",0.34
back,"[3, 10, 7]",0.34
back,"[3, 10, 8]",0.34
back,"[3, 10, 9]",0.34
back,"[3, 9, 2]",0.3
back,"[3, 9, 3]",0.3
back,"[3, 9, 4]",0.3
back,"[3, 9, 5]",0.3
back,"[3, 9, 6]",0.3
back,"[3, 9, 7]",0.3
back,"[3, 9, 8]",0.3
back,"[3, 8, 2]",0.26
back,"[3, 8, 3]",0.26
back,"[3, 8, 4]",0.26
back,"[3, 8, 5]",0.26
back,"[3, 8, 6]",0.26
back,"[3, 8, 7]",0.26
back,"[3, 7, 2]",0.22
back,"[3, 7, 3]",0.22
back,"[3, 7, 4]",0.22
back,"[3, 7, 5]",0.22
back,"[3, 7, 6]",0.22
back,"[3, 6, 2]",0.18
back,"[3, 6, 3]",0.18
back,"[3, 6, 4]",0.18
back,"[3, 6, 5]",0.18
back,"[3, 5, 2]",0.14
back,"[3, 5, 3]",0.14
back,"[3, 5, 4]",0.14
back,"[3, 4, 2]",0.1
back,"[3, 4, 3]",0.1
back,"[3, 3, 2]",0.06